video_id,glosse,glosse_filter,gloss_idx,t_ini_glosse,t_end_glosse,ini_frame,end_frame,in_path_frames,out_path_frames,text_Deutsch,gloss_number,gloss_name,instance_id,split,bbox,signer_id,variation_id,fps,frame_start,frame_end,source,url,original_idx
-1,book,book,-1,-1,-1,-1,-1,-1,-1,-1,0,book,69241,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,book,book,-1,-1,-1,-1,-1,-1,-1,-1,0,book,65225,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,book,book,-1,-1,-1,-1,-1,-1,-1,-1,0,book,68011,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,book,book,-1,-1,-1,-1,-1,-1,-1,-1,0,book,68208,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,book,book,-1,-1,-1,-1,-1,-1,-1,-1,0,book,68012,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,book,book,-1,-1,-1,-1,-1,-1,-1,-1,0,book,70266,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,book,book,-1,-1,-1,-1,-1,-1,-1,-1,0,book,07085,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,book,book,-1,-1,-1,-1,-1,-1,-1,-1,0,book,07086,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,book,book,-1,-1,-1,-1,-1,-1,-1,-1,0,book,07087,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,book,book,-1,-1,-1,-1,-1,-1,-1,-1,0,book,07069,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,book,book,-1,-1,-1,-1,-1,-1,-1,-1,0,book,07088,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,book,book,-1,-1,-1,-1,-1,-1,-1,-1,0,book,07089,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,book,book,-1,-1,-1,-1,-1,-1,-1,-1,0,book,07092,test,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,book,book,-1,-1,-1,-1,-1,-1,-1,-1,0,book,07093,test,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,book,book,-1,-1,-1,-1,-1,-1,-1,-1,0,book,70212,val,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,book,book,-1,-1,-1,-1,-1,-1,-1,-1,0,book,07094,val,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,book,book,-1,-1,-1,-1,-1,-1,-1,-1,0,book,07096,val,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,drink,drink,-1,-1,-1,-1,-1,-1,-1,-1,1,drink,65539,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,drink,drink,-1,-1,-1,-1,-1,-1,-1,-1,1,drink,68660,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,drink,drink,-1,-1,-1,-1,-1,-1,-1,-1,1,drink,68041,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,drink,drink,-1,-1,-1,-1,-1,-1,-1,-1,1,drink,17725,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,drink,drink,-1,-1,-1,-1,-1,-1,-1,-1,1,drink,17726,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,drink,drink,-1,-1,-1,-1,-1,-1,-1,-1,1,drink,17727,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,drink,drink,-1,-1,-1,-1,-1,-1,-1,-1,1,drink,17728,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,drink,drink,-1,-1,-1,-1,-1,-1,-1,-1,1,drink,17710,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,drink,drink,-1,-1,-1,-1,-1,-1,-1,-1,1,drink,17729,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,drink,drink,-1,-1,-1,-1,-1,-1,-1,-1,1,drink,17731,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,drink,drink,-1,-1,-1,-1,-1,-1,-1,-1,1,drink,17732,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,drink,drink,-1,-1,-1,-1,-1,-1,-1,-1,1,drink,17733,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,drink,drink,-1,-1,-1,-1,-1,-1,-1,-1,1,drink,17730,test,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,drink,drink,-1,-1,-1,-1,-1,-1,-1,-1,1,drink,17713,test,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,drink,drink,-1,-1,-1,-1,-1,-1,-1,-1,1,drink,69302,val,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,drink,drink,-1,-1,-1,-1,-1,-1,-1,-1,1,drink,70173,val,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,drink,drink,-1,-1,-1,-1,-1,-1,-1,-1,1,drink,68538,val,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,computer,computer,-1,-1,-1,-1,-1,-1,-1,-1,2,computer,68028,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
-1,computer,computer,-1,-1,-1,-1,-1,-1,-1,-1,2,computer,69054,train,[-1 -1 -1 -1],-1,-1,-1,-1,-1,WLASL,-1,-1
